id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,log_price,above_ground_ratio,bath_per_bed,living_to_lot_ratio,relative_living_size,relative_lot_size,neighborhood_density,distance_from_center,waterfront_view,house_age,is_renovated,years_since_reno,year_sale,month_sale,quarter_sale
1018000276,3,2.5,1340,4200,2.0,0,0,3,7,1340,0,2002,0,98002,47.2942,-122.226,990,4520,12.28765724080691,0.9992542878448919,0.625,0.3189716734110926,1.3521695257315842,0.9289980092899801,4.561049445005046,0.26676710276063154,0,13,0,0,2015,3,1
1020069042,4,3.5,4370,422967,1.0,0,2,4,10,2580,1790,1978,0,98022,47.2332,-122.029,3260,422967,13.662360543970586,0.5902539464653397,0.7,0.010331750865313688,1.3400797301441276,0.9999976357549507,129.7046918123275,0.37608367596036835,0,37,0,0,2014,10,4
1021000060,2,1.5,930,7400,1.0,0,2,4,7,830,100,1909,0,98116,47.5691,-122.408,1920,4152,13.218584051673648,0.8915145005370569,0.5,0.1256586947709769,0.4841228526808954,1.7818444497953287,2.161374284226965,0.19428311784301813,0,106,0,0,2015,3,1
1021049057,3,1.0,1980,18730,1.0,0,0,4,7,1280,700,1943,0,98001,47.3221,-122.282,1356,9450,12.240478903153711,0.6461383139828369,0.25,0.10570711654476536,1.4591009579955785,1.9818008676330547,6.963890935887989,0.24812122241908774,0,72,0,0,2014,10,4
1022049182,1,1.0,620,8685,1.0,0,0,4,5,620,0,1976,0,98198,47.4095,-122.29,1300,12150,12.07254696717504,0.998389694041868,0.5,0.07137923094635044,0.4765564950038432,0.7147559871615505,9.338970023059185,0.16926473556419702,0,39,0,0,2015,4,2
1022059032,4,2.5,3140,94525,2.0,0,0,4,8,2280,860,1977,0,98042,47.4155,-122.163,1910,14300,12.902965303025876,0.725883476599809,0.5,0.03321837378075873,1.6431187859759289,6.609677644919936,7.482993197278912,0.15385563675925518,0,38,0,0,2014,8,3
1022059082,3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,12.634606283893019,0.9994711792702274,0.4375,0.1363537984272419,1.2591605596269153,0.9534291807112885,9.68421052631579,0.15894557929873657,0,49,0,0,2014,5,2
1022059123,6,2.5,2590,10890,1.0,0,0,4,7,1340,1250,1970,0,98042,47.4126,-122.165,2474,10454,12.429220196836383,0.5171748359706677,0.35714285714285715,0.23781103663575429,1.0464646464646465,1.0416068866571018,4.223838383838384,0.15595668598963,0,45,0,0,2014,12,4
1022059161,4,2.25,2630,39000,2.0,0,0,3,9,2630,0,1979,0,98042,47.4089,-122.149,2270,66647,13.025854679664231,0.999619916381604,0.45,0.06743416835465757,1.1580801409070893,0.5851638458768456,29.346983707617788,0.16508430154386558,0,36,0,0,2014,6,2
1022069058,4,2.0,2430,199940,1.0,0,0,3,8,1310,1120,1961,0,98038,47.4116,-122.029,2220,150282,13.015893357585442,0.5388728918140683,0.4,0.01215358530766576,1.094101755965781,1.3304232681008497,67.66411526339486,0.23752088115561407,0,54,0,0,2014,10,4
1022069071,3,1.75,1870,40250,1.0,0,0,5,7,1870,0,1959,0,98038,47.4038,-122.036,1870,40250,12.873904582205107,0.9994655264564404,0.4375,0.046458473081414126,0.9994655264564404,0.9999751558967479,21.512560128273652,0.2371987933248633,0,56,0,0,2014,8,3
1023059108,2,1.0,670,11505,1.0,0,0,3,5,670,0,2003,0,98059,47.499,-122.157,2180,11505,12.873904582205107,0.9985096870342772,0.3333333333333333,0.05823048844081349,0.30719853278312703,0.9999130888232227,5.275103163686382,0.08392524550003554,0,12,0,0,2015,4,2
1023059186,3,1.0,1530,9465,1.0,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465,12.437188334739655,0.999346832135859,0.25,0.1616311007817452,0.999346832135859,0.999894358757659,6.182233834095363,0.09350866726987161,0,55,0,0,2015,1,1
1023059223,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1960,0,98059,47.4941,-122.151,1680,9147,12.647551406590285,0.9993906154783668,0.25,0.1359754580880524,0.975609756097561,1.3183209444687363,5.4414039262343845,0.09160147312568706,0,55,0,0,2014,7,3
1023059313,3,2.5,1910,4755,2.0,0,0,3,8,1910,0,1997,0,98059,47.4956,-122.162,2460,6099,12.873904582205107,0.9994767137624281,0.625,0.40159798149705633,0.7761072734660707,0.7795081967213114,2.4782608695652173,0.08324978662895946,0,18,0,0,2015,2,1
1023059324,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,12.367345048436391,0.9991460290350128,0.25,0.10539591027835331,0.5622296972609322,1.3086536194293799,4.075444497837578,0.08217669037616594,0,47,0,0,2014,6,2
1023059429,4,2.5,2100,5857,2.0,0,0,3,8,2100,0,2002,0,98059,47.4956,-122.163,2090,7779,12.847929163278053,0.9995240361732508,0.5,0.35848412427449644,1.0043041606886658,0.752827763496144,3.720229555236729,0.0826300744790004,0,13,0,0,2015,1,1
1023059430,3,2.5,2720,8622,2.0,0,0,3,8,2720,0,2002,0,98059,47.4954,-122.163,1950,8603,12.948012371209098,0.9996324880558618,0.625,0.3154354632958367,1.3941568426447974,1.002092050209205,4.409533572526909,0.08278771772759426,0,13,0,0,2014,12,4
1023059465,4,2.5,2790,5602,2.0,0,0,3,8,2790,0,2009,0,98059,47.4959,-122.15,2790,5309,13.132315688453556,0.9996417054819061,0.5,0.4979475281099411,0.9996417054819061,1.0549905838041431,1.9021855965603727,0.09100073989214692,0,6,0,0,2014,5,2
1023059511,4,2.5,2900,6736,2.0,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736,13.174957725054906,0.9996552912788693,0.5,0.43045866112512987,0.9996552912788693,0.9998515659789223,2.321957945536022,0.08996989288388318,0,2,0,0,2014,10,4
1023079147,4,2.25,2220,130244,2.0,0,0,3,8,2220,0,1989,0,98027,47.4989,-121.9,2680,130680,13.38856795074486,0.9995497523638001,0.45,0.01704480018426811,0.8280492353599403,0.9966559790635211,48.74300634091757,0.3199231486304518,0,26,0,0,2014,8,3
1023089019,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,1948,0,98045,47.4881,-121.777,2010,13135,13.021439671201302,0.9994538503549972,0.2916666666666667,0.038191038671035335,0.9099950273495774,3.64768574908648,6.531576330183988,0.4428885910347279,0,67,0,0,2014,7,3
1023089085,3,1.75,1850,15170,1.0,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175,12.873904582205107,0.9994597514856834,0.4375,0.12194318106914508,1.5934539190353143,1.0701185101580135,12.209302325581396,0.44418989460278946,0,50,0,0,2014,8,3
1023089140,3,2.0,1740,41275,1.0,0,0,3,8,1740,0,1974,1989,98045,47.4914,-121.763,2630,41275,13.407543823396258,0.9994256174612292,0.5,0.04215524760151178,0.661345496009122,0.999975772846206,15.687951349296846,0.45619212215308236,0,41,1,26,2015,1,1
1023089197,3,2.0,1930,12443,1.0,0,0,3,7,1930,0,1969,0,98045,47.4906,-121.775,1400,12183,12.873904582205107,0.9994821336095288,0.5,0.15509482481517198,1.3775874375446109,1.0212573867367039,8.69593147751606,0.44446055744320706,0,46,0,0,2014,10,4
1023089228,3,1.75,1250,13775,1.0,0,2,3,7,1250,0,1990,0,98045,47.4981,-121.772,1260,13707,12.765691290604371,0.9992006394884093,0.4375,0.09073751451800233,0.9912767644726408,1.0048876568427196,10.86994448850119,0.44630980606373416,0,25,0,0,2014,7,3
1024000050,3,2.75,3390,7000,1.0,0,3,4,8,1740,1650,1979,0,98116,47.5701,-122.408,1770,6500,13.726680437153236,0.5131229725744618,0.6875,0.4842165404942151,1.9141727837380011,1.0767574219350868,3.6702428006775834,0.19432896049769577,0,36,0,0,2014,7,3
1024000100,3,2.5,1920,7200,2.0,0,2,3,10,1780,140,1997,0,98116,47.5709,-122.408,2080,5000,13.710151153416941,0.9266007287870901,0.625,0.2666296347729482,0.9226333493512734,1.4397120575884823,2.4026910139356077,0.19436933115994376,0,18,0,0,2015,4,2
1024039049,3,2.5,2920,34527,1.0,0,4,4,9,1800,1120,1954,1983,98116,47.5799,-122.4,2480,7933,13.830400155679214,0.6162273194111606,0.625,0.0845690454124189,1.176944780330512,4.35177716158306,3.1975010076582024,0.18708969533961275,0,61,1,32,2014,5,2
1024049006,3,1.75,2700,5040,1.0,0,2,3,8,1560,1140,1947,0,98144,47.5834,-122.29,3010,5000,13.407543823396258,0.5775638652350981,0.4375,0.5356080142828804,0.8967120557954168,1.0077984403119375,1.6605778811026237,0.07941669109700236,0,68,0,0,2015,1,1
1024049024,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700,14.366518547731806,0.7493327858755903,0.5833333333333334,0.632385404492923,1.5119528096864328,0.9998701467341904,2.3905619372865567,0.07935973678720538,0,86,0,0,2014,12,4
1024069009,5,2.5,2820,67518,2.0,0,0,3,8,2820,0,1979,0,98029,47.5794,-122.025,2820,48351,13.42246945133505,0.9996455157745481,0.4166666666666667,0.04176602141619396,0.9996455157745481,1.3963848444738585,17.139666784828076,0.18982296649449484,0,36,0,0,2014,5,2
1024069037,3,2.0,1600,16530,1.0,0,0,5,7,1600,0,1967,0,98075,47.5821,-122.016,1850,41006,13.171155446333852,0.9993753903810119,0.5,0.09678785312443289,0.864397622906537,0.4031019094300973,22.15343057806591,0.19905338234297232,0,48,0,0,2014,9,3
1024069063,4,2.5,2720,34498,1.0,0,0,5,7,1360,1360,1966,0,98075,47.5832,-122.02,1920,22474,13.3374763699232,0.4998162440279309,0.5,0.07884286501058002,1.415929203539823,1.5349499443826473,11.699115044247788,0.1952008311226438,0,49,0,0,2014,9,3
1024069159,3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,47480,13.173058392858724,0.7299270072992701,0.4375,0.047087455690175126,0.747585048299034,0.7961289779069523,19.94120117597648,0.20047731123993356,0,38,0,0,2015,3,1
1024069162,3,2.0,3250,50529,2.0,0,0,4,8,3250,0,1978,0,98075,47.5849,-122.016,2370,47480,13.239258908233676,0.9996924023377423,0.5,0.06431822679596279,1.3707296499367356,1.0641940986921083,20.025305778152678,0.19937394776712494,0,37,0,0,2015,4,2
1024069205,4,2.5,4700,49658,2.0,0,0,3,10,4700,0,1999,0,98075,47.5878,-122.022,2870,49658,13.976779556623864,0.9997872793022761,0.5,0.09464548218852574,1.637060257749913,0.9999798626633641,17.296412399860674,0.19380401952248488,0,16,0,0,2015,1,1
1024069215,5,4.25,4150,12015,2.0,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,3230,27520,14.003392460676375,0.9997590941941701,0.7083333333333334,0.3453728362183755,1.284432064376354,0.436575705824643,8.517486846177654,0.19402861307216665,0,1,0,0,2014,9,3
1025039086,3,2.5,3280,29111,2.0,1,3,3,11,3280,0,1925,0,98199,47.6699,-122.416,3530,21074,14.444119750719839,0.9996952148735142,0.625,0.11266831547128332,0.9289153214386859,1.3813048635824436,5.968280940243557,0.22971970027501706,3,90,0,0,2014,9,3
1025039145,4,2.0,3140,10875,1.0,0,1,3,7,1940,1200,1939,1969,98199,47.6656,-122.406,3300,10080,13.560619598657233,0.6176376950015918,0.4,0.2887090842221405,0.9512269009391093,1.0787620275766292,3.0536201151166313,0.21887993011704124,0,76,1,46,2014,6,2
1025039168,1,0.75,740,1284,1.0,0,0,4,6,740,0,1928,0,98107,47.6741,-122.406,1430,3988,12.577639650232573,0.9986504723346828,0.375,0.5758754863813229,0.517120894479385,0.3218851842567059,2.7868623340321452,0.223078688778613,0,87,0,0,2014,9,3
1025039320,4,3.5,3440,5000,2.0,0,0,3,11,2560,880,2006,0,98199,47.6672,-122.409,3090,10241,14.081714365022162,0.7439697762278408,0.7,0.6878624275144971,1.112908443869298,0.4881859011911736,3.3131672597864767,0.22227976634603955,0,9,0,0,2015,4,2
1025039326,4,2.5,2950,7024,2.0,0,0,3,10,2950,0,2012,0,98199,47.6651,-122.403,2950,6339,13.734084644101976,0.9996611318197222,0.5,0.4199288256227758,0.9996611318197222,1.1078864353312303,2.1480853947814302,0.2160096284878884,0,3,0,0,2014,8,3
1025049114,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,13.34631460246227,0.8339889850511408,0.5625,0.8104658583280153,1.0938845822566752,1.1792168674698795,1.1429801894918175,0.12542618416406678,0,1,0,0,2014,7,3
1025049115,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,13.29463628184505,0.8339889850511408,0.5625,0.9026297085998578,1.0938845822566752,1.0587349397590362,1.1429801894918175,0.12542618416406678,0,1,0,0,2014,6,2
1025049254,3,4.0,1390,1569,2.0,0,0,3,9,1150,240,2006,0,98105,47.671,-122.269,1620,1855,13.034626646500051,0.8267433501078361,1.0,0.8853503184713376,0.8574953732264035,0.8453663793103449,1.1443553362122147,0.12330400931463216,0,9,0,0,2014,12,4
1025049266,2,2.25,1160,954,2.0,0,0,3,8,960,200,2014,0,98105,47.6647,-122.284,1160,1327,13.22672519452875,0.8268733850129198,0.75,1.2146596858638743,0.9991386735572783,0.7183734939759037,1.1429801894918175,0.12542618416406678,0,1,0,0,2014,9,3
1025049268,2,1.75,1140,936,2.0,0,0,3,8,940,200,2014,0,98105,47.6647,-122.284,1160,1327,13.217493541006709,0.8238387379491674,0.5833333333333334,1.216648879402348,0.9819121447028424,0.7048192771084337,1.1429801894918175,0.12542618416406678,0,1,0,0,2014,7,3
1025059094,5,3.5,3490,21780,2.0,0,0,3,8,3490,0,1996,0,98052,47.6707,-122.144,3070,7829,13.629182184591333,0.9997135491263248,0.5833333333333334,0.16023139433451172,1.1364376424617388,2.781609195402299,2.5493324649951155,0.13033612270071007,0,19,0,0,2015,1,1
1025059181,3,2.0,1580,7400,1.0,0,0,3,7,1050,530,1977,0,98052,47.6715,-122.162,1560,7458,13.081543466215237,0.6641366223908919,0.5,0.2134846642345629,1.0121716848174247,0.9920900925056978,4.777706598334401,0.12235929515802589,0,38,0,0,2014,7,3
1025069106,3,3.0,3270,38088,2.0,0,0,3,10,3270,0,1992,0,98053,47.6692,-122.028,1870,37457,13.547632419997361,0.9996942830938551,0.75,0.08585155819265405,1.7477284874398717,1.0168188370975493,20.019775521111704,0.21524932787074105,0,23,0,0,2015,2,1
1025069192,4,3.25,4030,57499,2.0,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,3470,57499,13.74186509422166,0.9997519225998511,0.65,0.07008695652173913,1.1610486891385767,0.9999826086956521,16.56554307116105,0.21332722777391694,0,13,0,0,2014,11,4
1025069210,4,2.25,3130,41382,2.0,0,0,3,9,3130,0,1986,0,98053,47.6683,-122.034,3130,54886,13.544359098938253,0.9996806132226126,0.45,0.07563492255273904,0.9996806132226126,0.7539490225372129,17.529862663685723,0.20962581675034336,0,29,0,0,2015,2,1
1025069255,4,3.5,4150,49503,2.0,0,0,3,11,4150,0,2003,0,98053,47.6746,-122.018,3330,60137,13.976779556623864,0.9997590941941701,0.7,0.08383160956690368,1.245872110477334,0.8231567394991519,18.053737616331432,0.22660823430034097,0,12,0,0,2014,10,4
1025079074,3,2.0,2350,266151,1.5,0,0,3,7,2350,0,1983,0,98014,47.6609,-121.892,2270,222156,13.1421679654829,0.9995746490854955,0.5,0.008829541014157324,1.0347864376926463,1.1980311221343465,97.8229854689564,0.3371356324402848,0,32,0,0,2014,12,4
1025079086,2,1.0,960,223898,1.0,0,0,3,6,960,0,1985,0,98014,47.6668,-121.892,1830,230868,12.807655372286902,0.9989594172736732,0.3333333333333333,0.004287647555370948,0.5243036592026216,0.9698053874708168,126.08847624249044,0.33893611966836235,0,30,0,0,2014,8,3
1026049082,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,13.122365377402328,0.6519377037305324,0.4,0.09988419224088015,1.1079887595343236,2.099779618512045,5.282215977519068,0.2029253300988868,0,37,0,0,2014,11,4
1026069044,4,2.25,3200,53357,2.0,0,0,4,9,3200,0,1972,0,98077,47.755,-122.035,2650,54014,13.573440270649085,0.999687597625742,0.45,0.05997226282844185,1.2070916635231987,0.9878181986485236,20.374952847981895,0.26412159432759574,0,43,0,0,2014,10,4
1026069095,3,2.5,3200,203425,1.0,0,0,3,10,3200,0,2000,0,98077,47.7614,-122.015,3200,203425,13.639967177343745,0.999687597625742,0.625,0.015730535919695615,0.999687597625742,0.9999950842075251,63.550452983442675,0.282567280407696,0,15,0,0,2014,6,2
1026069120,2,3.0,3160,66646,2.0,0,0,3,7,3160,0,1993,0,98077,47.7479,-122.034,3140,38790,13.287710005192306,0.999683644416324,1.0,0.04741398712620223,1.006049028971665,1.7180789358356319,12.349570200573066,0.2596348547275622,0,22,0,0,2014,5,2
1026069134,3,2.5,2560,43608,2.0,0,0,3,9,2560,0,2002,0,98077,47.7614,-122.026,3000,54088,13.335862167174314,0.9996095275283092,0.625,0.05870347863973033,0.8530489836721094,0.8062267743903566,18.023325558147285,0.2749354333984783,0,13,0,0,2014,8,3
1026069155,3,2.0,1800,43995,2.0,0,0,3,8,1800,0,1988,0,98077,47.7585,-122.022,2290,51400,13.197472705176983,0.9994447529150472,0.5,0.04091281025547777,0.7856831078131821,0.8559172000544737,22.435617634220865,0.2755957003881856,0,27,0,0,2015,3,1
1026069163,3,2.5,2460,38794,2.0,0,0,3,9,2460,0,1999,0,98077,47.7602,-122.022,2470,51400,13.353476685668044,0.9995936611133686,0.625,0.06341023327748421,0.9955483609874545,0.7547323982023696,20.801295022258195,0.2768183982113238,0,16,0,0,2015,4,2
1026069172,4,2.5,2050,34222,2.0,0,0,4,8,2050,0,1989,0,98077,47.7572,-122.022,2240,51400,13.199326270390594,0.999512432959532,0.5,0.059901236010869885,0.9147701918786256,0.6657847123596817,22.93618920124944,0.27466412317656286,0,26,0,0,2014,6,2
103000116,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,13.377007146164305,0.5456301303718011,0.4375,0.3762952190510816,1.1493614658523044,1.249715973642354,2.4430871737923376,0.14236240635384895,0,69,0,0,2014,7,3
1032000079,3,1.5,1320,3145,2.0,0,0,3,7,1320,0,1998,0,98144,47.5909,-122.297,1320,3002,12.904209855160254,0.9992429977289932,0.375,0.4195804195804196,0.9992429977289932,1.0472860472860472,2.2725208175624525,0.08842108932311277,0,17,0,0,2015,4,2
103400160,3,2.25,1590,7748,2.0,0,0,4,7,1590,0,1991,0,98003,47.2857,-122.3,1590,7606,12.479913113434042,0.9993714644877436,0.5625,0.20518776616337592,0.9993714644877436,1.0185355593532273,4.780641106222501,0.28815668463405014,0,24,0,0,2014,5,2
1035000007,3,2.0,1830,4992,1.0,0,0,3,7,1230,600,1953,0,98118,47.5145,-122.27,2050,7740,12.25486757159303,0.6717640633533588,0.5,0.366513118365712,0.8922476840565577,0.6448779227489988,3.773768893222818,0.07267105331926314,0,62,0,0,2014,12,4
1036000080,3,1.75,1970,8000,1.0,0,0,4,8,1970,0,1968,0,98052,47.6324,-122.1,1910,8000,13.171155446333852,0.9994926433282597,0.4375,0.24621922259717535,1.0308738880167452,0.9998750156230471,4.1862899005756145,0.1345916851073005,0,47,0,0,2014,10,4
1036000280,4,1.75,2440,7475,1.0,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480,13.42246945133505,0.8357230643179026,0.35,0.3263777421080792,1.1954924056834886,0.8813819125103172,4.154826065654091,0.13877854760531047,0,46,0,0,2015,2,1
1036000610,3,1.75,2010,8072,1.0,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055,13.36844346372147,0.9995027349577325,0.4375,0.24897807506503158,0.9896602658788775,1.0019860973187686,3.96602658788774,0.1372968663113102,0,41,0,0,2015,5,2
1036100100,3,2.5,1900,7984,2.0,0,0,3,8,1900,0,1993,0,98011,47.7433,-122.194,2650,9352,12.983103608918753,0.9994739610731194,0.625,0.23794614902943018,0.7167106752168992,0.8536298513845825,3.5277253866465483,0.18368850341945012,0,22,0,0,2014,7,3
1036100130,3,2.5,1980,39932,2.0,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769,12.999067423500716,0.9994952044422009,0.625,0.04958305161144918,0.7583301417081578,3.127016444792482,4.890463423975488,0.18348261704518856,0,21,0,0,2014,8,3
1036400110,3,2.25,2080,12134,1.0,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,2320,12400,13.312985389904174,0.735223450264296,0.5625,0.17140502678203542,0.8961654459284791,0.9784694782678817,5.342524773804395,0.1324200236403668,0,42,0,0,2014,7,3
1036400200,4,1.75,1670,13125,1.0,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500,13.401510631691982,0.9994015559545183,0.35,0.1272284016455889,0.7073274036425243,1.0499160067194624,5.29436679373147,0.13326612632728346,0,42,0,0,2015,2,1
1036450170,3,3.5,2740,3785,2.0,0,0,3,9,2190,550,2001,0,98034,47.7195,-122.182,2060,3457,13.399996629152975,0.7989784750091208,0.875,0.7237189646064448,1.3294517224648228,1.0945633314054366,1.6773410965550704,0.16197951182551718,0,14,0,0,2015,3,1
1036450290,3,2.5,1860,3150,2.0,0,0,3,8,1860,0,2001,0,98034,47.719,-122.182,2050,3375,13.112315061750808,0.999462654486835,0.625,0.5902887972072358,0.9068746952705997,0.9330568720379147,1.6455387615797172,0.16148933322847941,0,14,0,0,2015,2,1
1036450360,4,2.5,2050,3784,2.0,0,0,3,8,2050,0,2001,0,98034,47.7189,-122.181,2050,3366,13.199326270390594,0.999512432959532,0.5,0.5416116248348745,0.999512432959532,1.123849123849124,1.6411506582155047,0.1615919274314473,0,14,0,0,2015,1,1
1038000040,3,2.5,2370,12753,2.0,0,0,3,7,2370,0,2001,0,98019,47.7359,-121.984,2280,16808,13.122265372602016,0.9995782370307887,0.625,0.18582405519836914,1.0390179745725558,0.7587006960556845,7.368697939500219,0.28905218550606016,0,14,0,0,2014,6,2
1041440050,5,2.75,2844,3990,2.0,0,0,3,8,2844,0,2013,0,98092,47.3259,-122.167,2273,3900,12.793723190057223,0.9996485061511423,0.4583333333333333,0.7126033575544977,1.2506596306068603,1.022814662906947,1.7150395778364116,0.2394306184824348,0,2,0,0,2015,4,2
